# [0]SEQN, [1]Timestamp, [2]VCC, [3]Gyro_X, [4]Gyro_Y, [5]Gyro_Z, [6]Acc_X, [7]Acc_Y, [8]Acc_Z, [9]Magn_X, [10]Magn_Y, [11]Magn_Z, [12]Temp, [13]Aux_ADC
90502,117849060558275,5.058456,0.0,0.8,-0.3,9.79684335,0.065312289,0.1632807225,7.155e-05,2.085e-05,4.95e-06,31.44,0
90502,117849061772047,5.058456,0.15,0.9,-0.3,9.7641872055,0.0326561445,0.195936867,7.155e-05,2.085e-05,5e-06,31.58,0
90502,117849062849838,5.058456,0.2,0.8,-0.2,9.7641872055,0.0326561445,0.195936867,7.155e-05,2.085e-05,5e-06,31.58,0
90503,117849064241635,5.058456,0.15,0.7,-0.05,9.7641872055,0.0326561445,0.195936867,7.155e-05,2.085e-05,5e-06,31.58,0
90503,117849065262435,5.058456,-0.1,0.5,0.05,9.7641872055,0.0326561445,0.1632807225,7.155e-05,2.08e-05,5e-06,31.58,0
90503,117849066682518,5.058456,-0.35,0.25,0.15,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.08e-05,5e-06,31.58,0
90503,117849067847750,5.058456,-0.5,0.25,0.2,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.08e-05,5e-06,31.58,0
90503,117849069132480,5.058456,-0.6,0.2,0.25,9.7641872055,0.0,0.1632807225,7.165e-05,2.08e-05,5e-06,31.58,0
90503,117849070264119,5.058456,-0.55,0.35,0.3,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.085e-05,5.05e-06,31.58,0
90503,117849071576855,5.058456,-0.45,0.5,0.25,9.79684335,0.0326561445,0.1632807225,7.155e-05,2.085e-05,5e-06,31.58,0
90503,117849072805294,5.058456,-0.45,0.4,0.15,9.79684335,0.0326561445,0.1632807225,7.15e-05,2.085e-05,5e-06,31.58,0
90503,117849073852703,5.058456,-0.4,0.25,0.15,9.8294994945,0.0326561445,0.1632807225,7.15e-05,2.08e-05,5e-06,31.72,0
90503,117849075236259,5.058456,-0.3,-0.05,0.25,9.8294994945,0.0326561445,0.1632807225,7.15e-05,2.08e-05,5e-06,31.72,0
90503,117849076260132,5.058456,-0.25,-0.25,0.3,9.8294994945,0.0,0.1632807225,7.15e-05,2.075e-05,5e-06,31.58,0
90503,117849077704869,5.058456,-0.1,-0.2,0.3,9.8294994945,0.0,0.1632807225,7.15e-05,2.075e-05,5e-06,31.58,0
90503,117849078731327,5.058456,-0.1,-0.1,0.15,9.862155639,0.0326561445,0.195936867,7.15e-05,2.075e-05,5e-06,31.58,0
90503,117849080157905,5.058456,-0.2,0.1,0.0,9.862155639,0.065312289,0.1632807225,7.15e-05,2.08e-05,5e-06,31.58,0
90503,117849081247638,5.058456,-0.35,0.35,-0.05,9.8948117835,0.065312289,0.1632807225,7.15e-05,2.08e-05,4.95e-06,31.58,0
90504,117849082604654,5.058456,-0.4,0.45,0.1,9.862155639,0.0326561445,0.1632807225,7.15e-05,2.08e-05,4.95e-06,31.58,0
90504,117849083833442,5.058456,-0.4,0.5,0.35,9.8294994945,0.0,0.1632807225,7.155e-05,2.08e-05,4.95e-06,31.58,0
90504,117849084873379,5.058456,-0.2,0.4,0.5,9.79684335,0.0,0.195936867,7.16e-05,2.075e-05,4.95e-06,31.58,0
90504,117849086283893,5.058456,-0.05,0.35,0.45,9.79684335,-0.0326561445,0.195936867,7.165e-05,2.075e-05,4.95e-06,31.58,0
90504,117849087522389,5.058456,0.1,0.3,0.4,9.79684335,0.0,0.195936867,7.17e-05,2.075e-05,4.95e-06,31.58,0
90504,117849088721843,5.058456,0.3,0.35,0.25,9.79684335,0.0,0.195936867,7.165e-05,2.075e-05,4.95e-06,31.58,0
90504,117849089898249,5.058456,0.35,0.5,0.25,9.79684335,0.0,0.1632807225,7.16e-05,2.075e-05,5e-06,31.58,0
90504,117849091174110,5.058456,0.3,0.55,0.3,9.79684335,0.0,0.130624578,7.16e-05,2.075e-05,5e-06,31.58,0
90504,117849092261399,5.058456,0.25,0.55,0.25,9.79684335,0.0,0.130624578,7.155e-05,2.075e-05,5e-06,31.58,0
90504,117849093632453,5.058456,0.15,0.5,0.2,9.79684335,0.0,0.130624578,7.155e-05,2.075e-05,5.05e-06,31.58,0
90504,117849094870181,5.058456,0.1,0.45,0.15,9.79684335,0.0,0.1632807225,7.16e-05,2.075e-05,5e-06,31.58,0
90504,117849095878968,5.058456,0.15,0.5,0.1,9.79684335,0.0,0.1632807225,7.155e-05,2.075e-05,5e-06,31.58,0
90504,117849097245902,5.060874,0.25,0.6,0.05,9.8294994945,0.0,0.195936867,7.155e-05,2.08e-05,5e-06,31.58,0
90504,117849098687426,5.060874,0.3,0.75,-0.1,9.8294994945,0.0,0.2285930115,7.155e-05,2.085e-05,5e-06,31.58,0
90505,117849099752994,5.060874,0.35,0.7,-0.25,9.862155639,0.0326561445,0.195936867,7.155e-05,2.085e-05,4.95e-06,31.58,0
90505,117849100879115,5.060874,0.5,0.5,-0.35,9.862155639,0.0326561445,0.195936867,7.155e-05,2.08e-05,4.95e-06,31.58,0
90505,117849102204842,5.060874,0.65,0.3,-0.45,9.862155639,0.065312289,0.195936867,7.155e-05,2.075e-05,4.95e-06,31.58,0
90505,117849103259236,5.060874,0.7,0.0,-0.4,9.862155639,0.065312289,0.1632807225,7.16e-05,2.07e-05,4.9e-06,31.58,0
90505,117849104507579,5.060874,0.6,-0.1,-0.3,9.862155639,0.065312289,0.1632807225,7.165e-05,2.065e-05,4.9e-06,31.58,0
90505,117849105880729,5.060874,0.3,-0.1,-0.05,9.862155639,0.0326561445,0.1632807225,7.165e-05,2.07e-05,4.9e-06,31.58,0
90505,117849106885605,5.060874,-0.1,-0.1,0.15,9.862155639,0.0,0.1632807225,7.165e-05,2.07e-05,4.9e-06,31.58,0
90505,117849108233612,5.060874,-0.3,-0.15,0.25,9.862155639,0.0,0.1632807225,7.165e-05,2.07e-05,4.95e-06,31.58,0
90505,117849109503256,5.060874,-0.25,-0.3,0.35,9.862155639,0.0,0.195936867,7.165e-05,2.075e-05,4.95e-06,31.58,0
90505,117849110779047,5.060874,0.05,-0.45,0.3,9.862155639,0.0,0.1632807225,7.16e-05,2.075e-05,4.9e-06,31.58,0
90505,117849111897765,5.060874,0.35,-0.5,0.15,9.8294994945,0.0,0.1632807225,7.17e-05,2.075e-05,4.85e-06,31.58,0
90505,117849113238508,5.058456,0.55,-0.65,0.05,9.79684335,0.0,0.195936867,7.175e-05,2.075e-05,4.8e-06,31.58,0
90505,117849114247854,5.058456,0.8,-0.6,-0.05,9.7641872055,-0.0326561445,0.195936867,7.175e-05,2.075e-05,4.75e-06,31.58,0
90505,117849115494870,5.058456,0.85,-0.5,-0.2,9.731531061,-0.0326561445,0.195936867,7.185e-05,2.075e-05,4.8e-06,31.58,0
90506,117849116913975,5.058456,0.8,-0.3,-0.15,9.7641872055,-0.0326561445,0.195936867,7.175e-05,2.08e-05,4.85e-06,31.58,0
90506,117849117895385,5.058456,0.75,0.0,-0.1,9.79684335,-0.0326561445,0.195936867,7.17e-05,2.075e-05,4.9e-06,31.58,0
90506,117849119240179,5.058456,0.5,0.3,-0.05,9.8294994945,-0.0326561445,0.2285930115,7.165e-05,2.075e-05,4.95e-06,31.58,0
90506,117849120482586,5.058456,0.25,0.45,0.0,9.8294994945,-0.0326561445,0.2285930115,7.16e-05,2.07e-05,4.9e-06,31.58,0
90506,117849121809710,5.058456,0.05,0.65,-0.15,9.8294994945,-0.0326561445,0.2285930115,7.165e-05,2.07e-05,4.9e-06,31.58,0
90506,117849122898885,5.058456,-0.1,0.55,-0.3,9.79684335,0.0,0.195936867,7.165e-05,2.07e-05,4.9e-06,31.58,0
90506,117849124239348,5.058456,-0.15,0.3,-0.4,9.7641872055,0.0,0.1632807225,7.16e-05,2.075e-05,4.95e-06,31.58,0
90506,117849125472326,5.058456,-0.25,0.2,-0.45,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.08e-05,4.95e-06,31.58,0
90506,117849126485165,5.058456,-0.3,-0.05,-0.35,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.085e-05,5e-06,31.58,0
90506,117849127915514,5.058456,-0.35,-0.05,-0.2,9.7641872055,0.0326561445,0.1632807225,7.16e-05,2.085e-05,4.95e-06,31.58,0
90506,117849129160156,5.058456,-0.35,-0.05,-0.1,9.731531061,0.0,0.195936867,7.155e-05,2.085e-05,4.95e-06,31.58,0
90506,117849130231381,5.058456,-0.3,-0.1,0.05,9.731531061,0.0,0.2285930115,7.155e-05,2.08e-05,4.9e-06,31.58,0
90506,117849131483985,5.058456,-0.25,0.0,0.1,9.7641872055,0.0,0.2285930115,7.155e-05,2.075e-05,4.9e-06,31.58,0
90506,117849132828290,5.058456,-0.3,0.05,0.2,9.7641872055,0.0326561445,0.2285930115,7.155e-05,2.075e-05,4.85e-06,31.58,0
90506,117849133915649,5.060874,-0.2,0.2,0.25,9.79684335,0.0326561445,0.195936867,7.155e-05,2.075e-05,4.9e-06,31.58,0
90507,117849135234392,5.060874,-0.1,0.3,0.25,9.79684335,0.0326561445,0.1632807225,7.155e-05,2.075e-05,4.9e-06,31.58,0
90507,117849136485738,5.060874,0.05,0.45,0.2,9.79684335,0.0326561445,0.1632807225,7.16e-05,2.08e-05,4.95e-06,31.58,0
90507,117849137737783,5.060874,0.35,0.55,0.0,9.8294994945,0.0326561445,0.1632807225,7.16e-05,2.085e-05,4.95e-06,31.58,0
90507,117849138954278,5.060874,0.45,0.7,-0.2,9.79684335,0.0326561445,0.1632807225,7.165e-05,2.085e-05,4.95e-06,31.58,0
90507,117849140184393,5.060874,0.5,0.9,-0.35,9.79684335,0.0326561445,0.1632807225,7.165e-05,2.085e-05,5e-06,31.58,0
90507,117849141484279,5.060874,0.3,1.0,-0.3,9.79684335,0.0326561445,0.195936867,7.17e-05,2.085e-05,4.95e-06,31.58,0
90507,117849142489015,5.058456,0.1,1.05,-0.05,9.79684335,0.0326561445,0.195936867,7.165e-05,2.085e-05,4.95e-06,31.58,0
90507,117849143854133,5.058456,-0.1,0.95,0.25,9.8294994945,0.065312289,0.195936867,7.16e-05,2.085e-05,4.95e-06,31.58,0
90507,117849144920889,5.058456,-0.25,0.75,0.45,9.8294994945,0.065312289,0.195936867,7.155e-05,2.08e-05,4.95e-06,31.58,0
90508,117849146255765,5.058456,-0.25,0.55,0.55,9.8294994945,0.0326561445,0.1632807225,7.155e-05,2.08e-05,4.95e-06,31.58,0
90508,117849147484273,5.058456,-0.3,0.4,0.5,9.8294994945,0.0,0.1632807225,7.155e-05,2.08e-05,4.9e-06,31.58,0
90508,117849148756363,5.058456,-0.4,0.35,0.35,9.8294994945,0.0,0.1632807225,7.155e-05,2.08e-05,4.9e-06,31.58,0
90508,117849149933537,5.058456,-0.5,0.4,0.25,9.8294994945,0.0,0.1632807225,7.155e-05,2.08e-05,4.85e-06,31.58,0
90508,117849151210236,5.060874,-0.6,0.45,0.1,9.79684335,0.0,0.1632807225,7.155e-05,2.08e-05,4.85e-06,31.58,0
90508,117849152481347,5.060874,-0.65,0.5,0.1,9.79684335,0.0,0.1632807225,7.155e-05,2.08e-05,4.85e-06,31.58,0
90508,117849153482173,5.060874,-0.5,0.45,0.2,9.7641872055,0.0326561445,0.1632807225,7.155e-05,2.08e-05,4.9e-06,31.58,0
90508,117849154888148,5.060874,-0.15,0.3,0.35,9.7641872055,0.0326561445,0.1632807225,7.155e-05,2.08e-05,4.9e-06,31.58,0
90508,117849155933183,5.060874,0.05,0.15,0.5,9.7641872055,0.065312289,0.1632807225,7.155e-05,2.08e-05,4.95e-06,31.58,0
90508,117849157231113,5.060874,0.35,0.15,0.6,9.79684335,0.065312289,0.1632807225,7.155e-05,2.08e-05,4.95e-06,31.58,0
90508,117849158482949,5.060874,0.45,0.15,0.6,9.79684335,0.065312289,0.1632807225,7.155e-05,2.08e-05,4.95e-06,31.58,0
